art,t,bpm,g,ln,s
Petit Rabbit's,Daydream cafe (TV Size),150,3,3,167836
Demetori,Emotional Skyscraper ~ World's End,178,2,5,13223
yuikonnu,Heart no Atoaji,186,4,3,547504
SPYAIR,Sakura Mitsutsuki (TV Size),179,3,3,933863
K/DA,"POP/STARS (ft. Madison Beer, (G)I-DLE, Jaira Burns)",170,2,2,874948
ONE OK ROCK,Clock Strikes,192,4,3,249624
saradisk,222 - wewewe,180,7,5,1114649
Uesaka Sumire,EASY LOVE (TV Size),188,5,3,1372562
umu.,Ai no Sukima,204,5,3,966339
Yousei Teikoku,Wahrheit,180,4,8,176934
HoneyWorks,Miraizu feat.Aida Miou(CV:Toyosaki Aki),178,4,3,306591
Asterisk,Ren-chon no Drum 'n' Bass,175,3,3,331190
Nanamori-chu * Goraku-bu,Happy Time wa Owaranai,190,3,3,320717
kalon.,Juubaku,190,4,3,529724
VINXIS,Sidetracked Day,188,10,5,1008679
Billy Talent,Fallen Leaves,123,4,2,49114
Thaehan,Help,196,10,5,630407
seleP,ReLief,120,10,3,1379697
Kanon Wakeshima,Tsukinami,180,5,3,490956
Yukinoshita Yukino (CV.Hayami Saori) & Yuigahama Yui (CV.Touyama Nao),Everyday World,154,3,3,310408
LilDeuceDeuce,EVERYBODY DO THE FLOP (Cut Ver.),200,4,2,1233573
Yuyoyuppe,-ELIS-,190,11,3,930062
kessoku band,Seishun Complex,190,3,3,1863866
Sumizome Nozomi (CV: Uehara Aoi),Kokochi Ii Nichijou,140,5,3,1601375
Shiena Nishizawa,Brand-new World,205,3,3,362321
CHiCO with HoneyWorks,Koiiro ni Sake,185,3,3,431248
yuikonnu,Chikyuu Saigo no Kokuhaku o,190,4,3,880938
petit milady,Hakone Hakoiri Musume,220,3,3,374820
nameless,Shirayuki,210,4,3,493305
amazarashi,Kisetsu wa Tsugitsugi Shindeiku -Tokyo Ghoul Root A Edit-,181,3,3,271339
Stonebank,Stronger (feat. EMEL),170,10,5,273711
Rika (CV: Tamura Yukari) & Satoko (CV: Kanai Mika) & Hanyuu (CV: Horie Yui),Happy! Lucky! Dochy! (TV Size),235,5,3,1594964
Roberto Colombo,Tutti Beautiful,163.32,6,5,135227
Yousei Teikoku,Fata Morgana,200,11,3,1856477
Madotsuki@,Ikanaide,191,5,3,315799
Sagara Kokoro,Hoshizora no Ima,185,2,3,701549
Ni-Sokkususu,Blade Dance,187,3,3,680533
ClariS,reunion (TV Size),135,3,3,84458
Foreground Eclipse,Songs Compilation,200,4,3,765497
ensou ft. GUMI,COMA,180,2,14,167740
JIN ft. Shoichi Taguchi (Sentimental Vector),Kagerou Days,192,3,3,515670
senya,Replica no Koi,133,2,3,67506
Ando Hirokazu,Gourmet Race,186.75,2,5,1608572
supercell,My Dearest (TV Edit),168,3,3,370819
Groove Coverage,Runaway (Nightcore Mix),176.08,10,2,103862
M.Iz,Kakenukeru Anime Song Medley IV,192,3,3,297110
Okazaki Taiiku,Kimi no Bouken (TV Size),200,3,3,874835
Alexandra Stan feat. Connect-R,Vanilla Chocolat (Sped Up Ver.),153.6,5,7,975620
Paramore,Still Into You (Sped Up & Cut Ver.),166,5,2,1060207
Chitose Sara,Merry Merry Go Round,185,2,3,469475
ONE OK ROCK,Answer is Near,188,4,3,63112
Knife Party,Give It Up,87,10,2,230989
Moe Shop,the new non non biyori disco groove,135,3,3,1031041
UVERworld,Touch off (TV Size),200,3,3,908896
TWICE,CHEER UP,173,5,6,456547
Orangestar,Asu no Yozora Shoukaihan,185,4,3,219728
"Chito (CV: Minase Inori), Yuuri (CV: Kubo Yurika)",More One Night (Assertive Hardcore Bootleg) (Short Ver.),170,3,3,774632
Jason Michael,Clifford's Theme Song,134,3,2,471889
yuikonnu,caramel heaven,194,4,3,297969
ONE OK ROCK,"Rock, Scissors, Paper",193,4,3,82282
Apocalyptica,Reign of Fear,182,11,5,347136
3R2,Bunny Panic!!!,175,2,5,573894
LiSA,dawn (TV Size),185,4,3,1349621
Blue Stahli,Shotgun Senorita (Zardonic Remix),175,10,5,65853
amazarashi,Sora ni Utaeba,204,3,3,813969
Amatsuki,Nagareboshi,176,4,3,1266531
Parry Gripp,I Wanna Guinea Pig For Christmas,190,4,2,1324247
Raujika,Roseo Neige,88,6,5,495334
TUYU,Loser Girl,186,5,3,1333508
Pendulum,The Island (MaxNRG Remix),174,10,2,48284
SPYAIR,Imagination (TV Size),204,4,3,1203416
Will Stetson,Super Driver,200,3,3,805224
Mrs. GREEN APPLE,Ao to Natsu,185,5,3,1216255
Silver Forest,Yami no Mahou Shoujo,200,2,3,1872124
yaseta,Bluenation,180,10,5,707032
Krewella,Surrender The Throne,174,10,2,767566
Kugimiya Rie. Horie Yui. Kitamura Eri,Orange (GoldenWolf Edit),140,3,3,747535
Chihara Minori,Aitakatta Sora,160,3,3,323044
supercell,Kimi no Shiranai Monogatari,165,3,3,270407
Mikakuning!,Tomadoi*Recipe,170,3,3,200176
Nanahira,Frightfully-insane Flan-chan's frightful song,170,2,3,35375
Amidst,Phantasy,165,10,5,724594
Sangatsu no Phantasia,Collage (TV Size),138,3,3,805425
EGOIST,Namae no Nai Kaibutsu,180,3,3,69137
MY FIRST STORY,Fukagyaku Replace,199.81,3,3,342218
Otokaze,Karen (Short Ver.),184,13,5,50177
AKINO from bless4,Just Moving On Now,185,3,3,302054
Our Stolen Theory,United (L.A.O.S Remix),175,10,2,953303
Foreground Eclipse,Storytellers,183,4,3,311328
Shiena Nishizawa,Brand-new World,205,3,3,450015
Down,Trio Cup,155,10,5,1769914
YOASOBI,Kaibutsu,170,5,3,1355471
B.o.B feat. Hayley Williams,Airplanes (Feint Remix),178,10,2,83494
ALiCE'S EMOTiON,Dark Flight Dreamer,189,2,3,334469
Masafumi Ogata,"Collision Chaos ""P"" mix",127.15,2,5,499809
SPYAIR,I'M A BELIEVER,194,3,3,363579
Yooh,MariannE,191,10,5,285577
Renard,PIZZZZZZZZ,200,10,2,473066
Tsuneki Hikari (CV: Sakura Ayane),Shunkan Happening (TV Size),187,3,3,741171
Rita,Dream Walker,175,10,3,315299
Mio Yamazaki,Noise (English ver.),225,3,2,702892
Mariya Nishiuchi,Don't let me down,132,3,3,470741
Tatsh,Xevel,185,10,2,1254404
ChouCho,BLESS YoUr NAME,190,3,3,300612
Sakurakou K-ON Bu,"Don't say ""lazy"" (TV size Ver.)",181,3,3,659531
S3RL feat Tamika,I Will Pick You Up,175,10,2,235093
Fujiwara Chika (CV: Kohara Konomi),Chikatto Chika Chika,178,3,3,962996
TWICE,CHEER UP,173,5,6,836819
Mage,The Words I Never Said,172,10,2,1470072
LiSA,ADAMAS (TV Size),191,3,3,859608
Sleeping With Sirens,Better Off Dead,190,4,2,774670
Aoshima Moka (CV: Mimori Suzuko),kibo refrain,172,3,3,715596
Hanasaka Yui(CV: M.A.O),Harumachi Clover,142,3,3,649373
MY FIRST STORY,Itazura Fiction,183,4,3,864947
S3RL,Pika Girl,175,10,2,40440
THE ORAL CIGARETTES,GET BACK,192,4,3,1012262
yuikonnu & CHiCO with HoneyWorks,Ai no Scenario,180,3,3,295288
TOMATO GUMMY feat. Shirakami Fubuki,FINE!! (Cut Ver.),174,5,3,1298047
Italy(CV:Namikawa Daisuke),Hetalian*Jet,132,3,3,332576
September,Satellites,129,5,2,144804
Horie Yui,Asymmetry,173,3,3,361902
Kana Nishino,Darling,160,5,3,739368
Tatsh,HEAVENLY MOON,185,2,5,46706
LiSA,Jet Rocket,178,4,3,145431
TwoThirds,Breathe,173,10,5,124458
Yuzuki,Dear You (DJ Genericname DnB Remix),174.1,10,3,720066
yuikonnu,Ai no Scenario,180,4,3,282375
Tama,Sonna Yume wo Mita no ~lonely dreaming girl~ (Remix),144.55,2,3,46186
fhana,Wonder Stella,193,3,3,343020
DJ S3RL,T-T-Techno (feat. Jesskah),175,10,2,83560
3 Nen E Gumi Utatan,Bye Bye YESTERDAY (TV Size),180,4,3,1332626
R3 Music Box,Zankoku na Tenshi no These,93.99,3,5,874602
Disasterpeace,I Am Only a Man,160,2,5,165273
Loki,Interlude,175,10,5,659093
Warak,REANIMATE,174,2,5,186318
CLIFF EDGE feat. Nakamura Maiko,Endless Tears,98.99,5,3,123489
Matsumoto Tamaki,Tenshi Teki Kenpou Yonjou,130,5,3,43100
Porno Graffitti,THE DAY,186,3,3,459293
Yasuda Rei,Tweedia,126,3,3,346499
Hyper Potions,Time Trials,175,2,5,735903
Cartoon & Futuristik Feat. Mikk Mae,C U Again,175,10,2,740535
Our Stolen Theory,United (L.A.O.S Remix),175,10,2,237768
I SEE MONSTAS,Holdin On (Skrillex and Nero Remix),174,10,2,701330
Soleily,Renatus,182,10,5,241526
Imperial Circus Dead Decadence,"Yomi yori Kikoyu, Koukoku no Tou to Honoo no Shoujo.",220,11,3,575330
THE ORAL CIGARETTES,Monster Effect,186,4,3,845746
The Winking Owl,Bloom,196,4,3,602408
senya,Saihate no Kotoba,155,2,3,174417
Kano,Dear Brave,188,3,3,753356
EDOGA-SULLIVAN,WONDERFUL WONDER (TV Size),160,3,3,976908
GARNiDELiA,ambiguous (TV size),178,3,3,152786
Silent Siren,Routine,176,5,3,811298
Qrispy Joybox feat. mao,Colorful Minutes,152,2,3,1242911
ASIAN KUNG-FU GENERATION,Blood Circulator,183,3,3,736506
senya,Omoi ga Rekishi ni Kawaru Toki,150,2,3,250309
Yorushika,Itte.,180,5,3,985066
Fujiwara Chika (CV: Kohara Konomi),Chikatto Chika Chika (TV Size),178,3,3,917930
Jun.A,The Refrain of the Lovely Great War,180,2,5,24325
AliA,utopia,190,4,3,1117851
Shokotan Daisuki Dempagumi,PUNCH LINE!,185,3,3,874345
DJ OKAWARI,Flower Dance,100,6,5,476691
Roselia,Song I am.,190,4,3,1241753
DragonForce,Above the Winter Moonlight,200,4,2,419588
MYTH & ROID,Paradisus-Paradoxum,201,3,3,514181
ZYTOKINE,Dancing Dollz feat. cold kiss - REDALiCE Remix,175,2,3,690966
Co shu Nie,asphyxia (TV edit),165,3,3,758101
Infected Mushroom,The Pretender,174,4,2,82912
xi,Blue Zenith (Cut Ver.),200,10,5,1737645
Himeragi Yukina (CV: Taneda Risa),Scarlet Flower,190,3,3,431983
Seraph,Resurrection,188,4,3,831738
nameless,SLoWMoTIoN,160,5,3,295848
Saint Snow,DROPOUT!?,182,3,3,1115534
NAMCO,RUN!RUN!RUN!,180,2,5,323751
YURiKA,Shiny Ray (TV Size),183,3,3,584389
Kawada Mami,Hishoku no Sora (TV Size),169,3,3,240919
Ito Kanako,Skyclad no Kansokusha,167,2,3,352726
Suzuki Konomi,Redo,190,3,3,456524
Knife Party,Give It Up,87,10,2,424397
positive MAD-crew,Mynarco,181,2,3,1253246
Maki Ligon & Karamitasu,Touhou vs. Fortnite Dance Compilation,200,2,5,872310
Imai Asami,Asayake no Starmine (Anime Ver.),130,3,3,328095
MYTH & ROID,Paradisus-Paradoxum,201,3,3,477640
Ayane,FaV -F*** and Vanguard-,190,2,3,494460
u's,Susume*Tomorrow (TV Size),190,3,3,228109
MitiS,Open Window (feat. Anna Yvette),170,10,2,100628
Feint,We Won't Be Alone (feat. Laura Brehm),175,10,2,399328
Ito Kanako,Fatima (TV Size),179,3,3,898005
cillia,FIRST,190,4,3,171388
mafumafu,Inochi ni Kirawarete Iru.,200,4,3,829296
DM Ashura,Classical Insanity,175,2,5,79149
Rameses B,Neon Rainbow (ft. Anna Yvette),174,10,2,446332
Hiromi Sato,Jiyuu no Hane,96,2,3,561640
Hanasaka Yui (CV: M.A.O),Harumachi Clover (TV Size),142,3,3,933554
nano,"Star light, Star bright (TV Size)",190,3,3,890279
SUPER BEAVER,Rashisa,168,3,3,190486
AKINO from bless4,MIIRO (TV Size),195,3,3,993307
fhana,calling,71,3,3,481927
Rootkit,Against The Sun (feat. Anna Yvette),174,10,2,340263
55x55,MRAZ' (feat. Larin),120,10,12,635171
Luck Life,Kaze ga Fuku Machi (TV size),198,3,3,713944
shoujo byou,Gareki no Shuuon,203,4,3,1445131
LiSA,Rally Go Round -TV ver.-,190,3,3,302343
Watarirouka Hashiritai,Kanpeki Gu~no ne (TV Size),182,3,3,952498
FELT,Flower Flag (MZC Echoes the Spring Liquid Mix),170,2,3,55945
SawanoHiroyuki[nZk]:mizuki,aLIEz (TV size),98.99,3,14,211586
Kicco,Kokoro Hare (Short Ver.),135,2,3,32139
Linkin Park,Guilty All The Same (feat. Rakim),200,4,2,342472
JIN,Additional Memory,200,4,3,848963
EGOIST,The Everlasting Guilty Crown -TV Edit-,172,3,3,173234
Kyary Pamyu Pamyu,PONPONPON,128,5,3,980453
Tsukasa,Accelerator,186,2,5,46084
Shawn Wasabi,Marble Soda,168,10,5,387784
Konohana-tei Nakai no Kai,"Haru Urara, Kimi to Sakihokoru (TV Size)",180,3,3,979801
ASIAN KUNG-FU GENERATION,Re:Re:,155,3,3,426992
MYTH & ROID,TIT FOR TAT (TV Size),173,3,3,1072007
Hanatan,Attakain Dakara,170,5,3,388403
Ushirokara Haiyoritai G,Taiyou Iwaku Moeyo Chaos,143,3,3,52853
Hanatan,Kokoronashi,168.16,4,3,449760
Sub Focus,Tidal Wave (feat. Alpines),174,10,2,296817
Azusa Tadokoro,Junshin Always,180,3,3,401869
fripSide,floral summer,146,2,3,1015513
senya,Kanjou Chemistry (Drum 'n' Bass Remix),174,2,3,92509
tyDi (Feat. RUNAGROUND),'Chase You Down',123,10,2,317273
Feint,Time Bomb (feat. Veela & Boyinaband),175,10,2,98842
Silent Siren,Routine,176,5,3,859606
Hanasaka Yui(CV: M.A.O),Harumachi Clover,142,3,3,591987
Amatsuki,DORAEMON,160,3,3,1210297
Sasaki Shiori,Harenohi Step short ver.,135,2,3,735860
Primastella,Koigokoro,140,2,3,750963
Linked Horizon,Guren no Yumiya,180.68,3,3,105656
Kano,Prima Stella,180,5,3,445983
"Wake Up, May'n!",One In A Billion,187,5,3,1264800
Tenshi (CV: Matsumoto Tamaki),Tenshi-teki Kenpou Yon-jou (TV Size),130,3,3,786761
Afilia Saga,Neptune*Sagashite,145,3,3,332082
HoneyWorks,Boku ga Namae o Yobu Hi feat.Mochizuki Souta (CV:Kaji Yuki),190,4,3,572790
Hazuki,Legend of Millennium,192,2,3,785703
Masatoshi Ono,departure! (TV Size),160,3,3,116306
Masayoshi Minoshima,Flight of the Bamboo Cutter,190,2,5,47754
Panda Eyes & Teminite,Highscore,110,10,5,332532
Sound Horizon,Raijin no Migiude,172,3,5,27573
Yoomiii,Rhythm Of Love,130,5,2,102071
Survive Said The Prophet,MUKANJYO (TV Size),190,3,3,1002317
senya,Shinkai yori Ai o Komete,160,2,3,223048
Pyxis,"Koise yo Minna, Hai! (TV Size)",160,3,3,981859
yanaginagi,Megumi no Ame (TV Size),182,3,3,1146827
Demetori,Kuuchuu ni Shizumu Kishinjou ~ Counter-Clock World,185,2,5,347719
Saiya,Remote Control,165,10,3,530445
Demetori,Seijouki no Pierrot ~ The MadPiero Laughs,191,2,5,661333
Hanasaka Yui(CV: M.A.O),Harumachi Clover,142,3,3,567163
HERO,Tenohira,207,3,3,325673
Victorius,Twilight Skies,180,11,2,1016145
IOSYS,"The Lovely, Freezing, Tomboyish Bath, Cirno's Hot Spring",188,2,3,27107
MuryokuP,Catastrophe,200,4,5,72740
Red Velvet,Russian Roulette,130,5,6,510568
Doxx & Feint,Mind In Motion,178,10,5,222565
Aqours,Kimeta yo Hand in Hand (TV Size),191,5,3,1315700
Aimer,closer,90,4,2,1013478
MY FIRST STORY,Missing You,190,4,3,477251
Aimer,Brave Shine,85.5,3,3,475538
iKz,Huan Xiang Xiang Di Yi Tao Guang Bo Ti Cao,180,2,5,513294
hololive IDOL PROJECT,Shiny Smily Story,168,5,3,1251840
Matrix & Futurebound,Fire (feat. Max Marshall),174,10,2,957835
Porno Graffitti,Melissa (TV size ver.),170,3,3,423500
Kansou,Nyanpasu Bang Bang,130,10,3,601442
PORNOFIL'MY,Kto Vse Eti Lyudi?,186,4,12,1027950
Demetori,Kanjou no Matenrou ~ World's End,178,11,5,133693
Nakanoke no Itsutsugo,Gotoubun no Kimochi,175,3,3,932291
YOASOBI,Shukufuku (TV Size),170,3,3,1860627
Nanawo Akari,Dadadada Tenshi (Cut Ver.),180,5,3,1326344
YURiKA,Shiny Ray -TV size-,183,3,3,685287
Kano,Stella-rium,177,3,3,1107950
Halozy,K.O.K.O.R.O,178,2,5,114220
Nakanoke no Itsutsugo,Gotoubun no Katachi (TV Size),158,3,3,1324491
kis-kis,ne uchi (Cut Ver.),195,4,12,1331950
nano,MY LIBERATION (TV Size),190,3,3,831030
Machico,fantastic dreamer,185,3,3,420390
Usada Pekora,Discommunication Alien (Cut Ver.),170,5,3,1264838
Wakeshima Kanon,Not For Sale Fossil,190,5,3,1144490
"Kirisaki Chitoge (CV: Touyama Nao), Onodera Kosaki (CV: Hanazawa Kana)",Taisetsu no Tsukurikata (TV Size),126,3,3,925436
Krewella,Say Goodbye (Sped Up & Cut Ver.),200,10,2,1620540
Levaslater,NNRT,202,2,5,47330
Ci Mei Gui,Wu Xuan Lan,167.91,2,5,336173
Ogura Yui,Honey Come!! (TV size),184,3,3,330175
fromis_9,LOVE BOMB,154,5,6,1849271
YURiMental,Kinou ni Kanaderu Ashita no Uta (Cut Ver.),193,5,3,1507386
Shiki Natsume (CV: Kanako),Sweetest Bitterness (Short Ver.),156,5,3,1578922
senzawa,padowo padowo,109,7,3,1650892
Bonde da Oskley,Sereia do Mar,130,9,14,240158
yuikonnu,Yume Chizu,176,4,3,467337
Brad Breeck,Gravity Falls Main Title Theme,165.8,3,5,293039
UPLIFT SPICE,Omega Rhythm,173,4,3,147962
Omoi,Snow Drive(01.23),224,4,3,478405
SawanoHiroyuki[nZk]:mizuki,aLIEz (TV size),98.99,3,3,210937
Wowkie Zhang,Yang Guang Cai Hong Xiao Bai Ma,96,5,4,1236694
CHiCO with HoneyWorks,Minikui Ikimono (TV Size),195,3,3,1342646
Marina Rios,Sarishinohara,135,5,3,777891
Fujii Kaze,Shinunoga E-Wa,79,5,3,1854887
Muzzy,Endgame,175,10,5,397905
Fractal Dreamers,Scarlet Night,175,10,5,986376
Komiya Mao,(can you) understand me?,185,2,3,409898
Linked Horizon,Shoukei to Shikabane no Michi (TV Size),178,3,3,963651
Nogizaka46,Yubi Bouenkyou~Anime Ban~,180,3,3,70589
Wakeshima Kanon,killy killy JOKER (TV Size),180,5,3,1258913
Survive Said The Prophet,found & lost (TV Size),208,3,3,816544
Yousei Teikoku,Destrudo,180,3,3,46349
765 MILLION ALLSTARS,Brand New Theater!,177,5,3,1696855
League of Legends,A New Journey (feat. AmaLee),185,2,2,915182
Ado,New Genesis,175,5,3,1830890
yuikonnu,Yume Chizu,176,4,3,650057
LiSA,ADAMAS (TV Size),191,3,3,859718
S.S.H.,Touhou Judgment in the Sixtieth Year ~ Fate of Sixty Years,186,2,5,20008
Linked Horizon,Shinzou o Sasageyo! [TV Size],160,3,3,593620
CHiCO with HoneyWorks,Pride Kakumei,185,3,3,335503
"Arata Iiyoshi, Hideki Sakamoto, Keisuke Ito",Boss Battle!,212,2,5,715709
Nanamori-chu * Goraku-bu,My Pace de Ikimashou,190,3,3,36569
Oskar Schuster,Fjarlaegur (Cypix Remix),63,6,5,303189
MIMI,Lapis Lazuli,190,5,3,1123753
"Hikasa Youko, Uchida Maaya, Taketatsu Ayana, Akesaka Satomi",Gokujo. no Jouken (TV Size),180.2,3,3,953015
LiSA,Kimi ni Pierrot,177,4,3,441167
ClariS,Hitorigoto -TV MIX-,165,3,3,596902
RSP,The First Star,178,5,3,46342
Swimy,Acchi Muite,187,3,3,529551
Aoi Eir,INNOCENCE (TV Size),183,3,3,1183864
KOBASOLO & Lefty Hand Cream,Zen Zen Zense,190,3,3,525926
Crayon Pop,Saturday Night,136,5,6,112214
VINXIS,Sidetracked Day,188,10,5,1031435
Will Stetson,First Storm -Japanese Version-,190,4,3,1210496
Yorushika,Yoru Magai,180,5,3,1163834
"Chito (CV: Minase Inori), Yuuri (CV: Kubo Yurika)",More One Night (Assertive Hardcore Bootleg) [short ver.],170,3,3,714239
Kurosaki Maon,Gravitation (TV Size),200,3,3,864354
Tamura Yukari,Fantastic future (TV Size),172,3,3,89366
Poppy,Pokemon x Poppy,148,4,2,1244395
NOMA,Brain Power,170,10,2,546384
Aoyama Misao,Distance,136,2,3,89930
Fujiwara Chika (CV: Kohara Konomi),Chikatto Chika Chika (TV Size),178,3,3,920901
Sharlo,Yellow,127,2,3,519335
Hotaru Murasaki,Re:TrymenT,190,2,3,519521
KANA-BOON,Silhouette,183,3,3,780952
MY FIRST STORY,ALONE,200,4,3,395846
Hata Motohiro,Toumei Datta Sekai,168,3,3,520772
marina,Towa yori Towa ni,200,2,3,361307
"Fear, and Loathing in Las Vegas",Just Awake (TV Size),191,3,3,95638
Tatsh feat. Ayane,Kakusei -Fractional Vision-,182,2,3,55805
DJ Fresh,Gold Dust,177,10,2,28107
fourfolium,Now Loading!!!!,193,3,3,488630
ryu5150,Louder than steel,190,2,2,993306
Kano,Walk This Way!,260,5,3,914242
Dancing Dolls,monochrome(Asterisk Makina Remix),175,3,3,349445
C-Show,Rocking to the Beat,174,10,2,305938
fhana,little secret magic,196,5,3,465300
DISH//,FLAME (TV Size),192,4,3,1249344
Uehara Rena,Todokanai Koi '13 (TV EDIT),135,3,3,231691
CHiCO with HoneyWorks,Pride Kakumei,185,3,3,336263
Reol,Heimenkyou,100,5,3,867074
Kano,Dear Brave (TV Size),188,5,3,1709733
Chinozo,Good-bye sengen,170,5,3,1408477
CHiCO with HoneyWorks,Heart no Shuchou,185,5,3,453230
DIALOGUE+,Omoide Shiritori (TV Size),172,3,3,1434635
tomatomerde,Brave Shine,175,3,3,308945
Misato,Paranoid Lost,176,2,3,803535
ReoNa,ANIMA (TV Size),193,3,3,1211739
MrWeebl,Narwhals,151,7,2,652142
Parry Gripp,The Guinea Pig Is In Your Mind,180,4,2,1154585
WEAVER,Kuchizuke Diamond,164,3,3,303762
Aimer,Zankyo Sanka (TV Size),171,3,3,1665441
Various Artists,Songs Compilation,180,6,3,736560
Wakeshima Kanon,"world's end, girl's rondo",173,3,3,239179
Kato Megumi (CV: Yasuno Kiyono),M flat,160,3,3,925999
Masayuki Suzuki,DADDY ! DADDY ! DO ! feat. Airi Suzuki (TV Size),138,3,3,1307544
ALiCE'S EMOTiON,Mami Mami Zone,173,2,3,43728
SawanoHiroyuki[nZk]:Tielle,Into the Sky (TV size),86,3,3,444079
Kato Megumi (CV.Yasuno Kiyono),M flat,160,3,3,444962
Tapimiru,Hakkensha wa Watashi (Anime Size),175,3,3,602803
CHiCO with HoneyWorks,Pride Kakumei,185,3,3,342242
Yuki Kajiura,absolute configuration,155,3,5,457805
Yorushika,Elma,130,4,3,992231
Sabao,Theme of Anrietta,120,2,5,35248
Nekomata Master feat. Misawa Aki,chrono diver -fragment-,185,2,3,372200
Shiggy Jr.,oyasumi,200,4,3,1001305
Camellia & DJ Genki,Feelin Sky,174,10,5,414543
Himeringo,Idola no Circus,181,4,3,903106
Swimy,Acchi Muite (TV Size),187,3,3,1005855
CHiCO with HoneyWorks,Wolf,190,5,3,514507
SawanoHiroyuki[nZk]:mizuki,&Z,158,3,3,392118
Naoki Miki(CV.Takahashi Rie) & Ebisuzawa Kurumi(CV.Ozawa Ari),Unhappy End World,186,3,3,507835
Momohara Natsuki (CV: Murakawa Rie),Natsuzora Yell (TV Size),170,3,3,854509
MY FIRST STORY,Missing You,190,4,3,942978
Jason Hayes,Enchanted Forest,150,2,5,147714
Shawn Wasabi,Marble Soda,168,10,5,313718
fhana,Hoshi no Kakera,82,3,3,736954
Hanatan,Attakain Dakara,170,5,3,464644
KISIDA KYODAN & THE AKEBOSI ROCKETS,Shitteru? Madousho wa Donki ni mo Naru no yo,190,2,3,922004
loz,Cinderella Cage -Trancecore Mix-,187,2,5,74274
Blind Guardian,A Voice In The Dark,184,11,2,1672400
Team.NEKOKAN,Airman ga Taosenai,200,2,3,732994
PassCode,Ray,196,4,3,1180927
Asterisk,Rain,175,10,5,395149
Poppin'Party,KIZUNA MUSIC,189,5,3,1832955
StylipS,Dramatic Cycle,200,3,3,365323
"Pecorine (CV: M.A.O), Kokkoro (CV: Itou Miku), Karyl (CV: Tachibana Rika)",Connecting Happy!!,182,2,3,925078
Nobunaga,Shinkai Shoujo,137,4,3,28050
dark cat,STARS ALIGN,174,10,2,606998
"Team ""Hanayamata""",Hana wa Odore ya Irohaniho (TVsize),160,3,3,191246
KOTOKO,Oboetete Ii yo,178,5,3,53791
Inori Minase,Aimaimoko,133,3,3,651721
StylipS,STUDYxSTUDY (TV Size),170,3,3,43013
Misokkasu,Rising Rainbow,195,3,3,379296
POSHLAYA MOLLY,LOL,160,4,12,883276
Ogura Yui,Honey Come!! (TV size),184,3,3,360628
Last Note. feat.mirin,Fake out,215,2,3,321002
Yousei Teikoku,Hades: The rise,210,4,3,662526
REOL,Endless Line,95,5,3,706150
Kano,Sakura no Zenya,178,4,3,992595
nano,MY LIBERATION,190,3,3,566537
GALNERYUS,RAISE MY SWORD,184,11,3,889855
MIMI feat. wanko,Minimum,202,5,3,1846677
AK X LYNX ft. Veela,Virtual Paradise,174,10,2,313843
ONE OK ROCK,Kanzen Kankaku Dreamer,190.04,4,3,66927
DJ NAGAI feat. Ayumi Nomiya,Mono Logic,186,2,3,549745
ZUN remixed by LeaF,Resurrection Spell,180,2,5,292644
Nanamori-chu * Goraku-bu,My Pace de Ikimashou,190,3,3,335145
Taylor Swift,Red,125,5,2,113946
Naoki Miki (CV: Takahashi Rie) & Ebisuzawa Kurumi (CV: Ozawa Ari),Unhappy End World,186,3,3,823259
toby fox,Hopes and Dreams,170.67,2,5,373373
Yuki Hayashi,You Say Run,175,3,5,487907
RedMuffleR,Rubeus,200,10,5,249703
cYsmix feat. Emmy,Tear Rain,128,2,3,140662
Earth Star Dream,Yumeiro Toridori Parade,138,3,3,424327
99RadioService,YOUTHFUL (TV Size),142,3,3,38629
David Wise,Title Theme,161.75,2,5,573827
Sayuri,Koukai no Uta (TV Size),180,3,3,1058293
Memme,Plasma Gun,180,10,5,1341551
MAXIMUM THE HORMONE,ChuChu Lovely MuniMuni MuraMura PrinPrin Boron Nururu ReroRero (Chiptune Cover),260,10,5,1114770
hanser,No title,200,5,3,886368
Oshimizu Nako (CV: Toyosaki Aki),Suisei Melody,118,5,3,1504648
ClariS,ALIVE (TV Size),180,3,3,1803674
MIMI,Shijima ni Saku (Cut Ver.),176,12,3,1400312
Nekomata Master,Avalon no Oka,158,2,5,317538
