id,name,ppOld,ppNew,ppDiff,minuteUpdated
20816718,felipe2626,2444.44,2422.41,314,28176713
8969866,CyTek,2536.71,2422.35,-51,28176712
3761172,harrykeung,2561.4,2422.17,551,28176712
18331055,alexis6238,2538.59,2421.71,455,28176712
5177238,GeT_Ecchi,2736.85,2421.42,176,28176710
13104856,1Nuttelinha1,2523.58,2421.18,19,28176712
14680332,Number1YankeFan,2497.58,2421.09,81,28176712
7953061,Gidix,2546.17,2420.89,124,28176712
2233099,challenger1126,2683.5,2419.97,721,28176711
6188152,Albuquerque,2578.88,2419.85,307,28176712
12814635,Nxrdik,2453.81,2419.77,576,28176713
7703616,Pemlory,2458.14,2418.26,1003,28176713
6368341,Kurenokun,2443.24,2418.22,658,28176713
7647821,wolfox Darkness,2385.07,2417.94,417,28176714
11430831,Boiling Point,2467.38,2417.93,405,28176713
1744674,dump30,2487.8,2417.81,509,28176713
7244261,Sakul,2640.86,2417.60,23,28176711
20413278,Amanojaku_x,2495.09,2416.77,147,28176712
2259331,-[Ichika]-,2401.11,2416.75,746,28176714
1137860,naruto_14,2519.88,2416.36,569,28176712
4533168,StripedGoose,2481.36,2416.18,616,28176713
13409055,justll,2415.65,2416.10,185,28176713
712114,cwes0615,2558.75,2416.08,656,28176712
8129946,neko34,2479.83,2415.65,497,28176713
14317752,Genjutzu,2478.98,2415.52,126,28176713
9057823,Esconyan,2400.82,2415.34,537,28176714
18106599,JeTo,2431.13,2415.32,231,28176713
2258232,jasian,2328.84,2415.07,624,28176715
7345089,Capickimotion,2458.9,2415.06,356,28176713
4606224,Kiriel,2384.9,2415.02,463,28176714
30001743,Juchi,2465.94,2414.57,248,28176713
10758402,Eychael,2304.81,2413.85,755,28176715
4889971,assuy,2420.28,2413.54,462,28176713
14173195,Axema Vales,2426.8,2412.89,544,28176713
9936528,Kudou Chitose,2508.11,2412.68,126,28176712
18466673,SmugInTime,2444.28,2412.33,260,28176713
9726556,elmaster0879,2622.56,2412.32,259,28176711
5943859,-LuxYoruka-,2513.22,2412.14,291,28176712
12293262,kevimex,2706.85,2411.70,263,28176710
5351665,Excjuse,2547.27,2411.69,22,28176712
5252918,Atmozflare,2648.52,2411.45,81,28176711
26821603,Bonked Again,2582.78,2411.29,107,28176712
25727211,Crogzy Wogzy,2331.93,2411.23,24,28176715
15200991,DodomanHD,2504.87,2410.45,49,28176712
2009008,- Kanade -,2607.75,2410.40,462,28176711
7924332,Kaorixxx,2455.96,2410.16,404,28176713
5852415,Qwilly,2545.11,2410.03,370,28176712
10898621,sinyst,2537.88,2409.88,-32,28176712
11741082,DokiDokiGB,2543.5,2409.82,15,28176712
2713619,pequeeeeeeh,2345.29,2409.75,512,28176714
1329667,GonRiv,2572.59,2409.63,516,28176712
15263017,Muieluu Mesin,2495.89,2409.55,565,28176712
3415852,Terious,2532.12,2409.52,556,28176712
1352179,- R a F i -,2563.92,2409.35,225,28176712
12338300,Areager,2456,2409.09,399,28176713
12523919,Pupil Demon,2534.85,2408.96,427,28176712
9031463,Matbouse,2419.58,2408.78,423,28176713
13048101,Den CrazyCat,2575.53,2408.75,285,28176712
6814581,ShiningCashKan,2381.56,2408.47,426,28176714
9189913,nonrun123,2522.52,2407.90,251,28176712
2325013,tjddneod,2619.1,2407.67,245,28176711
14061218,Wizaah,2448.91,2407.44,111,28176713
20593097,[WP]J5G5C2,2448.24,2407.43,150,28176713
1643538,Arietta,2522.99,2407.37,661,28176712
8268075,Lolixir,2538.09,2407.34,23,28176712
10030328,BeautifulKisa,2537.3,2406.84,538,28176712
23754472,domanizz,2593.71,2406.62,297,28176711
9908055,Ihram-San,2496.42,2406.62,198,28176712
1356823,Naku-chan,2597.61,2406.57,501,28176711
21563192,Amerk,2510.33,2406.42,449,28176712
1641011,kurox-kamix21,2444.86,2405.94,598,28176713
15018844,nick235711,2613.29,2405.64,101,28176711
25159301,MOYUCON,2455.85,2405.59,141,28176713
1767638,Mint Tea,2478.68,2405.45,548,28176713
2501081,Calichy,2492.52,2405.34,665,28176712
9076037,Makoto Yuu,2407.5,2405.04,621,28176714
1275767,Sakuya--,2672.49,2404.91,425,28176711
1115289,SrCastillo,2534.8,2404.91,503,28176712
1286556,H2o XUAN,2476.1,2404.34,716,28176713
